,회원번호,회원상태,성별,결혼유무,구매금액(clean),구매수량(clean),총방문횟수,간식(%),건강(%),과실(%),생활용품(%),서류(%),수산(%),양념/가루(%),음료(%),잡곡(%),주곡(%),채소(%),축산물(%),1회방문시평균구매금액
23,2124,정상회원,여,기혼,2308000.0,511.5,68,0.028347996089931573,0.0,0.03128054740957967,0.0039100684261974585,0.02932551319648094,0.06842619745845552,0.06647116324535679,0.013685239491691105,0.033235581622678395,0.009775171065493646,0.5083088954056696,0.15835777126099707,33941.17647058824
24,2125,정상회원,여,,446810.0,97.0,32,0.12371134020618557,0.0,0.041237113402061855,0.0,0.020618556701030927,0.07216494845360824,0.010309278350515464,0.010309278350515464,0.041237113402061855,0.010309278350515464,0.32989690721649484,0.17525773195876287,13962.8125
25,2126,정상회원,여,기혼,3133975.0,475.05,72,0.0742027155036312,0.011156720345226818,0.08525418377012946,0.03578570676770866,0.012630249447426587,0.11367224502683927,0.05894116408799074,0.1010419955794127,0.03789074834227976,0.014735291021997684,0.2841806125670982,0.10525207872855488,43527.430555555555
26,2127,정상회원,여,미혼,111550.0,32.0,7,0.0625,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.34375,0.125,15935.714285714286
27,2128,정상회원,여,기혼,523270.0,111.5,11,0.15246636771300448,0.026905829596412557,0.02242152466367713,0.0,0.026905829596412557,0.053811659192825115,0.08071748878923767,0.026905829596412557,0.0,0.008968609865470852,0.2600896860986547,0.25112107623318386,47570.0
28,2129,정상회원,여,기혼,3743570.0,753.5,74,0.16323822163238222,0.0006635700066357001,0.017252820172528202,0.03185136031851361,0.0092899800928998,0.0836098208360982,0.06370272063702721,0.003981420039814201,0.0092899800928998,0.015925680159256803,0.27604512276045123,0.1672196416721964,50588.78378378379
29,2130,정상회원,여,기혼,251570.0,79.0,36,0.06329113924050633,0.0,0.012658227848101266,0.06329113924050633,0.0759493670886076,0.012658227848101266,0.0379746835443038,0.0759493670886076,0.0,0.0,0.4050632911392405,0.11392405063291139,6988.055555555556
30,2131,정상회원,여,,737330.0,113.5,28,0.0881057268722467,0.0,0.14537444933920704,0.05286343612334802,0.01762114537444934,0.00881057268722467,0.05286343612334802,0.0,0.02643171806167401,0.0,0.24669603524229075,0.33480176211453744,26333.214285714286
31,2132,정상회원,여,미혼,47050.0,26.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,5881.25
32,2134,정상회원,여,기혼,142700.0,46.0,16,0.0,0.0,0.0,0.0,0.021739130434782608,0.021739130434782608,0.0,0.0,0.0,0.0,0.21739130434782608,0.2826086956521739,8918.75
33,2135,정상회원,여,,501710.0,104.5,26,0.14354066985645933,0.0,0.03827751196172249,0.009569377990430622,0.0,0.04784688995215311,0.019138755980861243,0.014354066985645933,0.0,0.019138755980861243,0.2966507177033493,0.16267942583732056,19296.53846153846
34,2136,정상회원,여,,5827790.0,963.6700000000001,99,0.15967084167816784,0.01328255523156267,0.04773418286342835,0.03424408770637251,0.020753992549316674,0.032168688451440844,0.033206388078906676,0.07990287131486919,0.005188498137329169,0.013490095157055838,0.2542364087291292,0.20235142735583755,58866.56565656565
35,2137,정상회원,여,,1149740.0,287.0,42,0.0627177700348432,0.003484320557491289,0.006968641114982578,0.04529616724738676,0.0,0.041811846689895474,0.020905923344947737,0.017421602787456445,0.013937282229965157,0.010452961672473868,0.2578397212543554,0.17421602787456447,27374.761904761905
36,2138,정상회원,여,기혼,7081580.0,1423.4,123,0.2546016580019671,0.008781790080089925,0.012294506112125896,0.02107629619221582,0.006322888857664746,0.05128565406772516,0.05339328368694674,0.03161444428832373,0.011240691302515104,0.00702543206407194,0.20935787550934382,0.2346494309400028,57573.82113821138
37,2139,정상회원,여,,1051640.0,156.0,20,0.15384615384615385,0.00641025641025641,0.038461538461538464,0.05128205128205128,0.00641025641025641,0.08333333333333333,0.04487179487179487,0.038461538461538464,0.019230769230769232,0.038461538461538464,0.26282051282051283,0.14743589743589744,52582.0
38,2140,정상회원,여,기혼,7708970.0,1157.2,113,0.09782232976149326,0.0034566194262011752,0.04191151054268925,0.014690632561354994,0.017283097131005877,0.07518147251987556,0.0561700656757691,0.032837884548911164,0.012098167991704113,0.019875561700656758,0.28819564465952296,0.23332181126857932,68220.97345132743
39,2141,정상회원,여,기혼,15302800.0,2896.7,173,0.1380191252114475,0.008112679946145614,0.014844478199330274,0.05074740221631512,0.007249628888045017,0.07422239099665137,0.0452238754444713,0.041564538958124765,0.01277315565988884,0.01622535989229123,0.222494562778334,0.22111368108537302,88455.49132947977
40,2142,정상회원,여,,554890.0,104.0,23,0.0,0.0,0.019230769230769232,0.057692307692307696,0.019230769230769232,0.20192307692307693,0.019230769230769232,0.0,0.0,0.019230769230769232,0.3269230769230769,0.25961538461538464,24125.652173913044
41,2143,정상회원,여,기혼,8826270.0,1407.4,134,0.2708540571266164,0.01463691914167969,0.02202643171806167,0.05684240443370754,0.0014210601108426886,0.08455307659513997,0.04263180332528066,0.09243996021031689,0.012789540997584198,0.0014210601108426886,0.1605797925252238,0.17692198379991472,65867.68656716419
42,2144,정상회원,여,,10968930.0,2213.6000000000004,164,0.15043368268883264,0.01066136610046982,0.019199494036863024,0.04291651608239971,0.010842067220816768,0.07950849295265629,0.051499819298879645,0.0442717744850018,0.010390314419949403,0.00858330321647994,0.21390495121069747,0.21503433321286589,66883.71951219512
43,2145,정상회원,여,기혼,740900.0,123.0,28,0.2682926829268293,0.0,0.04065040650406504,0.008130081300813009,0.008130081300813009,0.06504065040650407,0.032520325203252036,0.008130081300813009,0.04065040650406504,0.08130081300813008,0.11382113821138211,0.16260162601626016,26460.714285714286
44,2146,정상회원,여,미혼,33700.0,18.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6740.0
45,2148,정상회원,여,기혼,189350.0,51.0,8,0.17647058823529413,0.0,0.0,0.19607843137254902,0.0,0.0392156862745098,0.0196078431372549,0.0,0.0,0.0,0.19607843137254902,0.0784313725490196,23668.75
46,2149,정상회원,여,,4222750.0,787.3,86,0.10669376349549092,0.0029213768576146324,0.07112917566366062,0.0025403277022735937,0.010161310809094375,0.06477835640797663,0.0381049155341039,0.03429442398069351,0.00762098310682078,0.006350819255683983,0.3861298107455862,0.1549599898386892,49101.74418604651
47,2150,정상회원,여,기혼,6537900.0,1201.8000000000002,106,0.06823098685305375,0.0019137959727076053,0.04867698452321517,0.016641704110500914,0.009985022466300548,0.1293892494591446,0.03411549342652687,0.008320852055250457,0.010817107671825593,0.007488766849725411,0.30579131303045426,0.18888334165418535,61678.301886792455
48,2151,정상회원,여,기혼,3539480.0,818.6,108,0.24920596139750795,0.002443195699975568,0.04336672367456633,0.025653554849743465,0.009772782799902272,0.04153432689958465,0.026875152699731248,0.05142926948448571,0.001221597849987784,0.014659174199853409,0.2443195699975568,0.1221597849987784,32772.96296296296
49,2152,정상회원,여,기혼,339730.0,69.0,17,0.3333333333333333,0.0,0.0,0.043478260869565216,0.0,0.10144927536231885,0.043478260869565216,0.0,0.014492753623188406,0.0,0.2028985507246377,0.14492753623188406,19984.117647058825
50,2153,정상회원,여,,5669760.0,1025.51,89,0.04680597946387651,0.002925373716492282,0.030336125440024963,0.032179110881415104,0.00975124572164094,0.0881512613236341,0.018527366871117786,0.006825872005148658,0.025353238876266445,0.00975124572164094,0.5168160232469698,0.17357217384520873,63705.168539325845
51,2154,정상회원,여,,9555050.0,1846.6,147,0.16733456081446985,0.0038449041481641937,0.056048954835914655,0.019495288638579012,0.017329145456514677,0.05415357955160836,0.04765515000541536,0.014079930683418175,0.01787068125203076,0.012996859092386008,0.27564171991768655,0.1256363045597314,65000.34013605442
52,2157,정상회원,여,,4280110.0,950.7,84,0.2166824445145682,0.0,0.004207426107078994,0.04943725675817818,0.002103713053539497,0.05364468286525718,0.05048911328494793,0.06837067424003365,0.012622278321236982,0.0,0.16167034816451034,0.2734826969601346,50953.69047619047
53,2158,정상회원,여,기혼,4614500.0,784.2,103,0.08033664881407804,0.006375924509053813,0.04718184136699821,0.03825554705432287,0.007651109410864575,0.06248406018872736,0.057383320581484314,0.02448355011476664,0.007651109410864575,0.014027033919918388,0.29456771231828616,0.19892884468247896,44800.970873786406
54,2159,정상회원,여,기혼,424350.0,84.0,34,0.4880952380952381,0.0,0.0,0.05952380952380952,0.0,0.023809523809523808,0.047619047619047616,0.047619047619047616,0.0,0.05952380952380952,0.11904761904761904,0.05952380952380952,12480.882352941177
55,2160,정상회원,여,,5114610.0,1035.81,129,0.14207238779312809,0.0010619708247651598,0.04006526293432194,0.03958254892306504,0.021239416495303195,0.05696025332831311,0.06564910553093714,0.027031984630385884,0.010619708247651597,0.010619708247651597,0.2298201407594057,0.18150046823259092,39648.13953488372
56,2161,정상회원,여,기혼,817310.0,125.0,17,0.088,0.0,0.024,0.0,0.008,0.04,0.024,0.024,0.024,0.032,0.28,0.376,48077.05882352941
57,2162,정상회원,여,기혼,3983130.0,699.0,70,0.09155937052932761,0.001430615164520744,0.032904148783977114,0.031473533619456366,0.045779685264663805,0.07725321888412018,0.06151645207439199,0.010014306151645207,0.031473533619456366,0.01430615164520744,0.3676680972818312,0.15021459227467812,56901.857142857145
58,2164,정상회원,여,기혼,5509100.0,1242.4,114,0.1492273019961365,0.002414681262073406,0.008853831294269155,0.040244687701223435,0.020927237604636186,0.1311976819059884,0.033000643915003215,0.07807469414037346,0.01770766258853831,0.005634256278171281,0.17949130714745654,0.17063747585318736,48325.43859649123
59,2165,정상회원,여,,3102895.0,544.12,68,0.03495552451665074,0.005513489671396016,0.06064838638535617,0.014702639123722707,0.022053958685584064,0.10291847386605896,0.02756744835698008,0.02572961846651474,0.016540469014188045,0.020216128795118724,0.41185767845328236,0.16356686025141512,45630.80882352941
60,2166,정상회원,여,기혼,3229870.0,856.9000000000002,82,0.13665538569261287,0.0015170965106780252,0.014003967790874077,0.023339946318123462,0.02217294900221729,0.07468782821799508,0.049013887268059275,0.028007935581748154,0.009335978527249385,0.015170965106780251,0.39502859143423963,0.13653868596102225,39388.65853658537
61,2167,정상회원,여,,2376570.0,488.0,73,0.14754098360655737,0.0020491803278688526,0.03790983606557377,0.03278688524590164,0.006147540983606557,0.07684426229508197,0.022540983606557378,0.018442622950819672,0.004098360655737705,0.020491803278688523,0.39139344262295084,0.13319672131147542,32555.753424657534
62,2168,정상회원,여,기혼,1103390.0,244.0,44,0.12295081967213115,0.0,0.004098360655737705,0.06967213114754098,0.03278688524590164,0.05327868852459016,0.06557377049180328,0.020491803278688523,0.004098360655737705,0.0,0.18442622950819673,0.18442622950819673,25077.045454545456
63,2169,정상회원,여,기혼,5357130.0,671.25,62,0.07150837988826815,0.0,0.07486033519553073,0.1713221601489758,0.010428305400372439,0.03873370577281192,0.03128491620111732,0.01638733705772812,0.0223463687150838,0.0148975791433892,0.20558659217877095,0.2517690875232775,86405.32258064517
64,2170,정상회원,여,기혼,5548270.0,972.0,110,0.11316872427983539,0.00411522633744856,0.030864197530864196,0.06481481481481481,0.0205761316872428,0.06995884773662552,0.04526748971193416,0.021604938271604937,0.0411522633744856,0.00823045267489712,0.32407407407407407,0.10082304526748971,50438.818181818184
65,2171,정상회원,여,,2640500.0,547.3000000000001,81,0.09574273707290333,0.007674036177599121,0.024666544856568606,0.031061575004567875,0.03471587794628174,0.04019733235885255,0.05298739265485108,0.029599853827882328,0.012790060295998537,0.016444363237712405,0.2649369632742554,0.24118399415311526,32598.765432098764
66,2172,정상회원,여,기혼,3033400.0,546.5,83,0.1555352241537054,0.010978956999085087,0.04483074107959744,0.10795974382433669,0.01463860933211345,0.04940530649588289,0.0585544373284538,0.03110704483074108,0.0036596523330283625,0.04025617566331199,0.14089661482159194,0.18298261665141813,36546.98795180723
67,2173,정상회원,여,기혼,2743350.0,563.5,82,0.15119787045252883,0.003726708074534162,0.018633540372670808,0.06743566992014197,0.024844720496894408,0.10470275066548358,0.06566104702750665,0.04454303460514641,0.00709849157054126,0.024844720496894408,0.2299911268855368,0.09937888198757763,33455.48780487805
68,2174,정상회원,여,기혼,171400.0,30.0,2,0.4,0.0,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.0,0.03333333333333333,0.13333333333333333,0.23333333333333334,85700.0
69,2175,정상회원,여,,9256590.0,1958.3,156,0.15881121380789462,0.007710769545013532,0.03140478986876372,0.040341112189143644,0.014298115712607874,0.06485216769647142,0.02042587958943982,0.031149466373895728,0.008680998825511923,0.00919164581524792,0.2561915947505489,0.19557779706888628,59337.11538461538
70,2176,정상회원,여,,8964180.0,2036.5999999999997,146,0.19159383285868606,0.003977216930177748,0.020131591868800945,0.03879014043012865,0.012766375331434746,0.07512520868113523,0.037317097122655414,0.06334086222134931,0.0073652165373662,0.011293332023961506,0.19262496317391734,0.16301679269370523,61398.49315068493
71,2177,정상회원,여,,9462090.0,1870.7,146,0.15716042123269364,0.0073234618057411655,0.010691185117870315,0.03955738493612017,0.018709573956273054,0.0825894050355482,0.03581547014486556,0.06051210776714599,0.014433099909124926,0.0101566258619768,0.21077671459881328,0.21061634682204522,64808.83561643836
72,2178,정상회원,여,,2003500.0,458.0,75,0.06331877729257641,0.002183406113537118,0.021834061135371178,0.015283842794759825,0.008733624454148471,0.10262008733624454,0.05240174672489083,0.013100436681222707,0.008733624454148471,0.010917030567685589,0.3034934497816594,0.27292576419213976,26713.333333333332
73,2179,정상회원,여,기혼,1203160.0,243.5,27,0.1601642710472279,0.01642710472279261,0.061601642710472276,0.02053388090349076,0.02053388090349076,0.08624229979466119,0.049281314168377825,0.004106776180698152,0.008213552361396304,0.03285420944558522,0.19917864476386038,0.14784394250513347,44561.48148148148
74,2180,정상회원,여,기혼,3651000.0,797.25,98,0.16933207902163688,0.0,0.01473816243336469,0.045155221072436504,0.011288805268109126,0.11037942928817811,0.05017246785826278,0.08529319535904673,0.008780181875195987,0.02132329883976168,0.14487300094073377,0.15177171527124492,37255.102040816324
75,2181,정상회원,여,,3974630.0,894.4,124,0.12220483005366727,0.010062611806797853,0.007826475849731665,0.020125223613595707,0.026833631484794278,0.0872093023255814,0.03466010733452594,0.01688282647584973,0.007826475849731665,0.0033542039355992847,0.3152951699463327,0.1710644007155635,32053.467741935485
76,2183,정상회원,여,,110450.0,22.0,11,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.045454545454545456,0.09090909090909091,0.0,0.09090909090909091,0.045454545454545456,0.45454545454545453,10040.90909090909
77,2184,정상회원,여,기혼,1877450.0,369.29999999999995,82,0.029786081776333607,0.0005415651232060656,0.02707825616030328,0.0,0.010831302464121312,0.0487408610885459,0.02707825616030328,0.032493907392363935,0.03520173300839426,0.018954779312212296,0.3956133225020309,0.18954779312212297,22895.731707317074
78,2185,정상회원,여,,8648120.0,1753.8999999999999,148,0.2143793830891157,0.006328753064598895,0.024459775357774105,0.02451679115114887,0.017104738012429444,0.0533097668054051,0.031928844289868294,0.031928844289868294,0.005131421403728833,0.006271737271224129,0.34859456069331207,0.1374080620331832,58433.24324324324
79,2186,정상회원,여,,2041200.0,293.0,59,0.04778156996587031,0.010238907849829351,0.017064846416382253,0.020477815699658702,0.0,0.10921501706484642,0.034129692832764506,0.11262798634812286,0.027303754266211604,0.010238907849829351,0.20477815699658702,0.2764505119453925,34596.61016949153
80,2188,정상회원,여,기혼,3492665.0,725.9500000000002,130,0.2042840416006612,0.02204008540533094,0.01790756939183139,0.0509676974998278,0.013775053378331839,0.09918038432398923,0.027550106756663677,0.05262070390522763,0.0041325160134995514,0.0027550106756663675,0.21000068875266886,0.19147324195881255,26866.653846153848
81,2189,정상회원,여,기혼,1184620.0,173.5,33,0.023054755043227664,0.0,0.14697406340057637,0.023054755043227664,0.01729106628242075,0.10951008645533142,0.023054755043227664,0.011527377521613832,0.0,0.02881844380403458,0.3515850144092219,0.16138328530259366,35897.57575757576
82,2190,정상회원,여,,1533830.0,327.0,45,0.1651376146788991,0.0045871559633027525,0.012232415902140673,0.10703363914373089,0.0061162079510703364,0.0779816513761468,0.03669724770642202,0.0581039755351682,0.012232415902140673,0.009174311926605505,0.27522935779816515,0.12844036697247707,34085.11111111111
83,2191,정상회원,여,,692090.0,99.0,24,0.04040404040404041,0.0,0.0,0.04040404040404041,0.0,0.04040404040404041,0.050505050505050504,0.0,0.030303030303030304,0.020202020202020204,0.36363636363636365,0.1717171717171717,28837.083333333332
84,2192,정상회원,여,,3277210.0,580.0000000000001,64,0.10568965517241379,0.015862068965517236,0.01379310344827586,0.015517241379310341,0.008620689655172412,0.09482758620689653,0.05517241379310344,0.07672413793103447,0.003448275862068965,0.018965517241379307,0.19999999999999996,0.26206896551724135,51206.40625
85,2193,정상회원,여,,11999590.0,2540.9999999999995,166,0.20287288469106654,0.006650924832743015,0.011019283746556476,0.043290043290043295,0.01180637544273908,0.08421881149153877,0.026761117670208584,0.03683589138134593,0.006296733569460844,0.007870916961826055,0.21094057457693824,0.20503738685556872,72286.68674698795
86,2194,정상회원,여,,4312240.0,677.6,100,0.11658795749704841,0.042060212514757965,0.03689492325855962,0.025088547815820542,0.011806375442739079,0.08116883116883117,0.03689492325855962,0.05180047225501771,0.0029515938606847697,0.011806375442739079,0.3113931523022432,0.1549586776859504,43122.4
87,2195,정상회원,여,기혼,5282815.0,1061.2,123,0.13004146249528833,0.007632868450810403,0.01601960045231813,0.03203920090463626,0.01790425932906144,0.06973237843950245,0.054655107425555974,0.034018092725216734,0.007538635506973238,0.025442894836034676,0.25442894836034674,0.16113833396155294,42949.71544715447
88,2196,정상회원,여,,7267220.0,1503.3999999999999,127,0.158174803778103,0.004656112810961821,0.018291871757350007,0.07649328189437277,0.011972861513901823,0.05653851270453639,0.04190501529865638,0.02600771584408674,0.009977384594918186,0.01729413329785819,0.19755221497938008,0.218172143142211,57222.20472440945
89,2197,정상회원,여,미혼,9565850.0,2151.2999999999997,160,0.20480639613257104,0.005856923720541069,0.012085715613814904,0.039046158136940456,0.027890112954957472,0.07204945846697347,0.04322967508018408,0.04885418119276717,0.013945056477478736,0.00650769302282341,0.21335936410542466,0.18825826244596294,59786.5625
90,2198,정상회원,여,,158900.0,63.0,16,0.12698412698412698,0.0,0.0,0.07936507936507936,0.0,0.047619047619047616,0.015873015873015872,0.015873015873015872,0.0,0.0,0.31746031746031744,0.15873015873015872,9931.25
91,2199,정상회원,여,,12238510.0,2718.499999999999,171,0.13260989516277363,0.00787198822880265,0.029060143461467732,0.01140334743424683,0.019128195696155974,0.04965973882655878,0.044877689902519786,0.05576604745263934,0.0044141990068052245,0.005517748758506531,0.3259150266691191,0.18539635828581943,71570.23391812865
92,2200,탈퇴,여,기혼,3496990.0,617.0,42,0.12479740680713128,0.02593192868719611,0.05186385737439222,0.027552674230145867,0.004862236628849271,0.06807131280388978,0.06969205834683954,0.029173419773095625,0.055105348460291734,0.008103727714748784,0.3581847649918963,0.1312803889789303,83261.66666666667
93,2201,정상회원,여,기혼,193470.0,51.0,10,0.3333333333333333,0.0,0.0,0.0392156862745098,0.0,0.0196078431372549,0.11764705882352941,0.0,0.0,0.0,0.17647058823529413,0.19607843137254902,19347.0
94,2203,정상회원,여,,1510480.0,286.0,35,0.2727272727272727,0.0034965034965034965,0.01048951048951049,0.006993006993006993,0.01048951048951049,0.055944055944055944,0.055944055944055944,0.013986013986013986,0.03146853146853147,0.013986013986013986,0.1888111888111888,0.16433566433566432,43156.57142857143
95,2204,정상회원,여,,431630.0,106.0,20,0.04716981132075472,0.009433962264150943,0.0,0.0,0.0,0.12264150943396226,0.02830188679245283,0.0,0.018867924528301886,0.0,0.2641509433962264,0.27358490566037735,21581.5
96,2205,정상회원,여,미혼,9763820.0,2098.9,160,0.1469341083424651,0.006193720520272524,0.020248701700890943,0.023345561961027203,0.011911001000524083,0.06670160560293487,0.036209443041593216,0.024774882081090095,0.007623040640335413,0.011911001000524083,0.24393730049073323,0.20677497736909808,61023.875
97,2206,정상회원,여,,1550490.0,349.5,62,0.38912732474964234,0.01430615164520744,0.032904148783977114,0.06866952789699571,0.005722460658082976,0.04291845493562232,0.045779685264663805,0.04864091559370529,0.002861230329041488,0.01430615164520744,0.15450643776824036,0.1430615164520744,25007.90322580645
98,2207,정상회원,여,미혼,6909330.0,1427.1,139,0.17658187933571579,0.0024525261018849415,0.011912269637726859,0.0581599047018429,0.013313713124518255,0.07357578305654824,0.05675846121505151,0.040361572419592186,0.006306495690561279,0.019620208815079532,0.23964683624132857,0.18499054025646416,49707.410071942446
99,2208,정상회원,여,기혼,3122080.0,649.0,79,0.15870570107858242,0.007704160246533128,0.015408320493066256,0.009244992295839754,0.02157164869029276,0.07087827426810478,0.05701078582434515,0.05084745762711865,0.004622496147919877,0.007704160246533128,0.22496147919876733,0.21879815100154082,39520.0
100,2210,정상회원,여,기혼,335450.0,108.0,36,0.46296296296296297,0.0,0.009259259259259259,0.0,0.0,0.046296296296296294,0.037037037037037035,0.23148148148148148,0.0,0.0,0.09259259259259259,0.046296296296296294,9318.055555555555
